,smiles,Biodegradation
450,CCCCCCCCCCOCCCCCCCCCC,1
451,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,1
452,CCN(CC)CC,1
453,C1CN(SSN2CCOCC2)CCO1,0
454,Cc1ccc(N)cc1N,0
455,O=[N+]([O-])c1ccc(Cl)c(S(=O)(=O)O)c1,0
456,CC(C)(C)c1cc(CCC(=O)O)ccc1O,0
457,Clc1cccc(Cl)n1,0
458,O=Cc1c(O)ccc2ccccc12,1
459,CC(C)COP(O)(=S)OCC(C)C,0
460,CCCCC(CC)CN,1
461,CC1CC(CC2CCC(N)C(C)C2)CCC1N,0
462,O=C(O)CN(CC(=O)O)CC(=O)O,1
463,S=C(Nc1ccccc1)Nc1ccccc1,0
464,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,0
465,C=C(C)C(=O)OCCC[Si](OC)(OC)OC,1
466,CC(C)C1OCC=CCO1,0
467,N#Cc1c(F)cccc1F,0
468,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CC)CCCC,1
469,C=CC(=C)CCC=C(C)C,1
470,CCCCCCCC/C=C/CCCCCCCC(=O)OCCS(=O)(=O)O,1
471,Nc1cccc(C(=O)O)c1,0
472,COC(=O)C(F)(F)C(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)F,0
473,O=C(CBr)OCCOC(=O)CBr,0
474,CCCCCCCC/C=C/CCCCCCCC(=O)OCC(CO)(CO)CO,1
475,O=C(O)CN(CC(=O)O)CP(=O)(O)O,0
476,NC(=O)NC1NC(=O)NC1=O,1
477,Cn1cc(C(=O)Nc2cccc3c2C2CCC3C2=C(Cl)Cl)c(C(F)F)n1,0
478,NC(=O)Nc1ccccc1,0
479,CC1COC(=O)O1,1
480,CCCCCCCCCCCC(=O)N(C)CC(=O)O,1
481,COC(=O)Nc1nc2ccccc2[nH]1,0
482,Sc1cccc2ccccc12,0
483,NNc1c(Cl)cc(Cl)cc1Cl,0
484,COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC,0
485,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],0
486,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC,1
487,Oc1cc(Cl)c(Br)cc1Cl,0
488,O=C(Oc1cccc2cccnc12)c1ccccc1,1
489,CCCCCCCCCCCCCCN(C)C,1
490,Nc1ccc2ccccc2c1S(=O)(=O)O,0
491,NC(=O)C1CCCN1,1
492,Cc1ccc(O)c(C(C)(C)C)c1,0
493,CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0
494,C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,1
495,C1=Cc2cccc3cccc1c23,0
496,Oc1c(C2CCCCC2)cccc1C1CCCCC1,0
497,O=C1OC(=O)c2cc(Cl)ccc21,0
498,Cc1cnc(N)s1,0
499,Cc1cc(C)c(O)c(C)c1,0
500,CCCOCC(C)O,1
501,FC(Cl)Cl,0
502,O=C1OC(=O)c2ccccc21,1
503,Cc1ccc(C)cc1,1
504,CC=C(C(=O)OC)C(=O)OC,1
505,O=C=Nc1ccc(C(c2ccc(N=C=O)cc2)c2ccc(N=C=O)cc2)cc1,0
506,CC(C)(c1ccccc1)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)c4ccccc4)cc2C(C)(C)c2ccccc2)OC3)c(C(C)(C)c2ccccc2)c1,0
507,CC1(C)NC(=O)NC1=O,1
508,C=C1CC(=O)O1,1
509,O=C(O)CSc1ncccn1,1
510,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,1
511,C=Cc1cccc(Cl)c1,0
512,COc1ccc(C(=O)Nc2ccccc2)cc1N,0
513,Cc1cc(Cl)ccc1N,0
514,CC(C)c1ccc(C(C)(C)C(C)(C)c2ccc(C(C)C)cc2)cc1,0
515,COC(=O)C/C(C)=N\C(C(=O)O)c1ccc(O)cc1,1
516,CCCCC(CC)COC(=O)C1CCC(C(=O)OCC(CC)CCCC)CC1,0
517,CCCCCCCCCCCC(=O)NCCCN,1
518,O=C(Cl)c1ccc(Cl)cc1,0
519,O=C(O)c1cccc(S(=O)(=O)O)c1,0
520,Cc1cc(O)c(C(C)(C)C)cc1Sc1cc(C(C)(C)C)c(O)cc1C,0
521,Cc1c(C)c2c(c(C)c1O)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,0
522,CS(C)=O,0
523,OC1COC2C(O)COC12,1
524,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,0
525,O=S(=O)(O)c1ccc2nc(-c3ccccc3)[nH]c2c1,0
526,CCC(C)(C)c1cc(O)c(C(C)(C)CC)cc1O,0
527,CC/C=C(\C)C=O,1
528,CC1(C)CC(=O)CC(C)(C)N1,0
529,CC1(OO)CCC2CC1C2(C)C,0
530,O=C1c2ccccc2C(=O)N1CC1=Nc2ccccc2Cc2ccccc21,0
531,C=CC(=O)OCCOC(=O)Nc1cccc(SC)c1,0
532,O=C(O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,0
533,CCOC(=O)C(C)CC,1
534,CC(C)(C)C(=O)Cl,1
535,O=C1CCCCCN1C(=O)NCCCCCCNC(=O)N1CCCCCC1=O,0
536,O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,0
537,CCCCCCCCCO,1
538,CCOC(=O)CC#N,1
539,Cc1cc(N)ccc1N,0
540,O=C(O)CCP(=O)(O)c1ccccc1,0
541,CC1(C)CC(=O)CC(C)(C#N)C1,0
542,NCCNCCS(=O)(=O)O,0
543,Cc1ccc(C)c(O)c1,0
544,c1ccc(Nc2ccccc2)cc1,0
545,C1N2CN3CN1CN(C2)C3,1
546,O=Cc1cccc(Oc2ccccc2)c1,0
547,C/C=C/CC#N,1
548,C=C(C)C(=O)OCCO,1
549,CC(=O)OC1CC2CCC1(C)C2(C)C,1
550,CC(=O)CC(=O)Nc1ccc(-c2ccc(NC(=O)CC(C)=O)c(C)c2)cc1C,0
551,COC(=O)CCC(=O)OC,1
552,C#CC1(OC(N)=O)CCCCC1,1
553,CC(C)N=O,0
554,CCC(O)c1ccccc1,1
555,Cc1cn(-c2cc(N)cc(C(F)(F)F)c2)cn1,0
556,BrC(Br)Br,0
557,O=[SH](=O)CO,1
558,COc1ccc(CC#N)cc1OC,1
559,Nc1c(Cl)cc([N+](=O)[O-])cc1[N+](=O)[O-],0
560,CC(C#N)c1cccc(C(=O)c2ccccc2)c1,1
561,CCC(C=O)CCC1CC=C(C)C1(C)C,0
562,O=C=Nc1ccc(Cl)c(C(F)(F)F)c1,0
563,CC(C)OC(=O)OOC(C)(C)C,0
564,CCc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
565,CC(=O)C1C(=O)C=C(C)OC1=O,1
566,OCC(O)COCC(O)CO,0
567,O=C1N=C(c2ccc(-c3ccccc3)cc2)C2C(=O)NC(c3ccc(-c4ccccc4)cc3)=C12,0
568,Cc1c(Cl)cccc1Cl,0
569,c1ccc2sc(SN(C3CCCCC3)C3CCCCC3)nc2c1,0
570,C=CC(=O)OCC(CC)(COC(=O)C=C)COC(=O)C=C,0
571,CC(C)OC(=O)OC(C)Cl,1
572,O=C(c1ccc(F)cc1)c1ccc(F)cc1,0
573,CS(=O)(=O)c1ccc(C(=O)O)c([N+](=O)[O-])c1,0
574,C=CC(=O)OCC(C)C,1
575,CCC(C)(O)CCCC(C)C,1
576,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,0
577,Cn1c(=O)c2c(ncn2C)n(C)c1=O,1
578,CCCCCCOCCO,1
579,O=[N+]([O-])c1cc(Cl)ccc1Cl,0
580,CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4ccc(O)cc4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,1
581,Nc1ccc(Cl)c(Cl)c1,0
582,OCCN1CN(CCO)CN(CCO)C1,1
583,O=[N+]([O-])c1cccc([N+](=O)[O-])c1,0
584,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,1
585,C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0
586,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1,0
587,ClCCCN1CCN(c2cccc(Cl)c2)CC1,0
588,CC(C)(C)OOC(C)(C)c1ccc(C(C)(C)OOC(C)(C)C)cc1,0
589,CC1CC(=O)CC(C)(C)C1,0
590,CC(C)(c1ccccc1)C(C)(C)c1ccccc1,0
591,Cc1ccc(O)c(-n2n3c4ccccc4n23)c1,0
592,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,0
593,CCCCN(CC)C(=O)SCCC,1
594,NNC(N)=O,0
595,O=C1CCC(=O)N1Br,0
596,O=C1c2c(Br)c(Br)c(Br)c(Br)c2C(=O)N1CCN1C(=O)c2c(Br)c(Br)c(Br)c(Br)c2C1=O,0
597,Nc1ccc(CCNCC(O)c2ccccc2)cc1,0
598,CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,0
599,O=C1CCCCO1,1
600,C[Si](C)(C)N[Si](C)(C)C,0
601,O=C(CCc1ccc(O)cc1)Nc1ccccc1C(=O)O,1
602,O=NN(c1ccccc1)c1ccccc1,0
603,C=CC(=O)NCOCCCC,1
604,O=S1(=O)CCCC1,0
605,O=Cc1cccc2c1OC(F)(F)O2,0
606,Cc1cc(Cl)ccc1OCC(=O)O,0
607,c1ccc(-c2nnc(-c3ccc(-c4nnc(-c5ccccc5)c(-c5ccccc5)n4)cc3)nc2-c2ccccc2)cc1,0
608,CNCC(=O)O,1
609,CC(C)C(=O)c1ccccc1,1
610,C=CCOC(=O)CCC1CCCCC1,1
611,O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,0
612,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CC(CCl)C4(C)C3CCC21C,0
613,CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,0
614,CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,0
615,O=S(O)c1ccccc1,0
616,CC(=O)C1CCOC1=O,1
617,CC(C)C1OCCN1CCO,1
618,CC(C)CC(=O)CC(C)C,1
619,CCCCCCCCCCCC(=O)N(CCO)CCO,1
620,Cc1cc(C)c(N)c(Cl)c1,0
621,C=C(C)C1CC=C(C)C(=O)C1,1
622,CCCCCCO,1
623,CCCCC(CC)COC(=O)CC#N,1
624,CCC,1
625,CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,0
626,COc1cccc(N)c1,0
627,On1ccccc1=S,1
628,Oc1ccncc1,1
629,CCC(C)(C)c1ccccc1,0
630,CC(=O)OCC(CO)OC(C)=O,1
631,CC(C)(C)O,0
632,O=c1oc(-c2ccc(-c3nc4ccccc4c(=O)o3)cc2)nc2ccccc12,0
633,C=CCCCCCCCCCCCCCC,1
634,Oc1ccc(Cl)cc1Cl,0
635,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl,0
636,CC1CC(NC(N)=O)NC(=O)N1,0
637,CC(C)(c1ccccc1)c1ccc(O)cc1,0
638,CCOP(c1ccccc1)c1ccccc1,0
639,CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,0
640,C=Cc1ccccc1,1
641,CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,0
642,CC/C=C/CCOC(C)=O,1
643,Brc1ccc(Br)cc1,0
644,NC(N)=S,0
645,C[N+](C)=CCC(O)CC(N)=O,1
646,CC(C)CC1(C)OCC(CO)O1,0
647,S=C1NCCN1,0
648,O=[N+]([O-])C(Cl)(Cl)Cl,0
649,O=c1[nH]cccc1O,0
650,C=C(C)C(=O)OCCNC(C)(C)C,1
651,Cc1c(Br)c(Br)c(Br)c(Br)c1Br,0
652,CC(C)[N+](=O)[O-],0
653,CC1(C)CC(N)CC(C)(C)N1,0
654,O=C1N=C(c2ccccc2)C2C(=O)NC(c3ccccc3)=C12,0
655,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)c(O)c1,0
656,OCCOCCOc1ccccc1,1
657,CCCCCOC(=O)CC,1
658,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,0
659,CCCCCCC(O)CCCCCCCCCCC(=O)O,1
660,CN(C)C(=S)SSC(=S)N(C)C,0
661,C=C(C)CCl,1
662,CC(CC(=O)OOC(=O)CC(C)CC(C)(C)C)CC(C)(C)C,0
663,O=c1ccc2ccccc2o1,1
664,O=C1OC(C(O)CO)C(=O)C1OP(=O)(O)O,1
665,CC(C)Cl,1
666,CC(CO)(CO)C(=O)O,1
667,Cc1ccc(Cl)c(O)c1,0
668,CCC/C=C(\C=O)CC,1
669,CC(C)(C)OC(=O)N1CC(=O)C1,0
670,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)OC(F)(F)C(F)(F)C1(F)F,0
671,O=C(O)C(O)C(O)C(O)C(O)CO,1
672,CC1CCC(C(C)C)C(O)C1,0
673,CC(=O)OCCC(C)OC(C)=O,1
674,Oc1c(Cl)cc(Cl)c2ccccc12,0
675,CCCCCCC(=O)OCC(C)(C)CO,1
676,OCC#CCO,1
677,O=C1CCCCCN1C(=O)c1cccc(C(=O)N2CCCCCC2=O)c1,1
678,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)CCCO,0
679,C=Cc1ccc(S(=O)(=O)O)cc1,0
680,Cc1ccc(C)c2ccccc12,0
681,CP(=O)(O)CCC(N)C(=O)O,1
682,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1
683,Clc1ccccc1Cl,0
684,COc1c(N)cccc1[N+](=O)[O-],0
685,CCOC(=O)c1ccccc1C(=O)OCC,1
686,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],0
687,N#CC(=C1CCCCC1)c1ccccc1,0
688,Cc1c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C)c1Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,0
689,Oc1cccnc1,1
690,CC(C)(O)C(=O)c1ccc(C2(C)CC(C)(C)c3cc(C(=O)C(C)(C)O)ccc32)cc1,0
691,C#CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,0
692,CC1C(C)(C)C2=C(c3ncncc3CC2)C1(C)C,0
693,CNC,1
694,COC(=O)C1CCCO1,1
695,CCCCCCCC,1
696,CCCOC(=O)N1CCNCC1,1
697,O=Nc1c(O)ccc2ccccc12,0
698,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,0
699,c1ccoc1,0
700,COc1ccc(C(=O)Nc2ccc(C3N=NC(=O)CC3C)cc2N)cc1,1
701,CC(C)CC(C)(O)C#CC(C)(O)CC(C)C,0
702,CCCCCCCCCCCCCCCCCCOP1OCC2(CO1)COP(OCCCCCCCCCCCCCCCCCC)OC2,1
703,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,1
704,CC(=O)NCCNC(C)=O,1
705,Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,0
706,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1
707,C#CCO,1
708,CCOC(=S)S,1
709,OC(c1ccccc1)(c1ccccc1)C1CCNCC1,0
710,CCCCCl,0
711,Cn1c(N)cc(=O)n(C)c1=O,0
712,NC(=O)c1cccnc1,1
713,ClCBr,0
714,CC(=O)Nc1cc(N)c(S(=O)(=O)O)cc1/N=N/c1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1,0
715,OCCNCO,1
716,CCCCOP(=O)(OCCCC)OCCCC,1
717,COc1ccccc1OC,1
718,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl,0
719,CCN(CC)c1ccc(C(=O)c2ccccc2C(=O)O)c(O)c1,0
720,Nc1c(Br)cc2c(c1Br)Cc1ccccc1-2,0
721,CCN(CC)c1nc(Nc2ccc(/C=C/c3ccc(Nc4nc(Nc5cc(S(=O)(=O)O)ccc5S(=O)(=O)O)nc(N(CC)CC)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(Nc2cc(S(=O)(=O)O)ccc2S(=O)(=O)O)n1,0
722,Clc1cc(C(Cl)(Cl)Cl)cc(Cl)c1Cl,0
723,CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)COC(=O)CCC2CC(C(C)(C)C)C(O)C(C(C)(C)C)C2)cc(C(C)(C)C)c1O,0
724,CC(C)(C)C(C(=O)OC(CCC=O)N1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,0
725,CCc1cccc(CC)c1,0
726,CC/C=C(\C)C(O)CCCCC,1
727,ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0
728,CCC12COCN1COC2,0
729,N#CCNc1ccccc1,0
730,Clc1cnc(Cl)c(Cl)c1,0
731,O=CC(=O)O,1
732,CCCCCCCCCCCO,1
733,O=NN(O)C1CCCCC1,0
734,CCCCCCCCCCC(CCCCCCCC)COC(=O)CCCCCCCC(=O)OCC(CCCCCCCC)CCCCCCCCCC,1
735,Brc1c(Br)c(Br)c(CCc2c(Br)c(Br)c(Br)c(Br)c2Br)c(Br)c1Br,0
736,CC(O)CC(C)O,1
737,CC(C)(C=O)CN1CCOCC1,0
738,CC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,0
739,CCOC(=O)C(=O)OCC,1
740,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,0
741,O=[N+]([O-])c1c(Cl)cc(Cl)cc1Cl,0
742,CS(=O)(=O)O,1
743,CC(=O)c1ccccc1,1
744,Oc1ccc(Cl)c(O)c1,0
745,C=CCCCC(C)C,1
746,CC1(C)CC(NCCCCCCNC2CC(C)(C)NC(C)(C)C2)CC(C)(C)N1,0
747,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,0
748,O=C1N=C(c2ccc(Cl)cc2)C2C(=O)NC(c3ccc(-c4ccccc4)cc3)=C12,0
749,CCCCCCCCCCCCCCCCCCC#N,1
750,C(=NC1CCCCC1)=NC1CCCCC1,0
751,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,0
752,CN(C)CCCN(C)CCCN(C)C,0
753,COC(=O)CCc1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)C)c1,0
754,CCCCCCCCCCCC(=O)OC,1
755,CC(=O)N(C)c1ccccc1,0
756,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,0
757,CC(=O)Oc1cccc2cc3cccc(OC(C)=O)c3c(OC(C)=O)c12,0
758,CC(=O)CCC(C)C,1
759,Clc1ccc(C(Cl)c2ccccc2)cc1,0
760,O=C1OC(=O)c2ccc(Cl)c3c(Cl)ccc1c23,0
761,CCNc1nc(NC(C)(C)C)nc(SC)n1,0
762,Oc1c(Cl)cccc1Cl,0
763,CN(C)C=O,0
764,CC(=O)OC1CCC(C(C)(C)C)CC1,1
765,CCCCCCC(C)Nc1ccc(Nc2ccccc2)cc1,0
766,CC(O)CN(CCN(CC(C)O)CC(C)O)CC(C)O,0
767,CC(C)Br,1
768,COc1cc(-c2cc(OC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,0
769,CCNc1nc(Cl)nc(NCC)n1,0
770,CC(C)COC(=O)c1ccccc1C(=O)OCC(C)C,1
771,CC(C)COP(=S)(OCC(C)C)SCC(C)C(=O)O,0
772,Nc1cccc2c(N)cccc12,0
773,CCCOC(C)=O,1
774,CCC(=O)CC,1
775,CC1CCC(C(C)C)C(C(=O)NCCc2ccccn2)C1,0
776,CCCCCCCCCCCCCCCC(=O)OCC(CC)CCCC,1
777,C=C(C)C(=O)OCC(C)O,1
778,CC(=O)COc1c(C)cccc1C,1
779,CCOc1ccccc1OCC,0
780,COC(C)(C)C,0
781,N#CNC(=N)N,0
782,Cc1ccc2[nH]c3cc4c(=O)c5cc(C)ccc5[nH]c4cc3c(=O)c2c1,0
783,Cc1ccc(N)c(C)c1,0
784,O=[N+]([O-])c1ccc(Cl)cc1,0
785,c1ccc2c(c1)sc1ccccc12,0
786,CCCCCCCCCCO,1
787,CNc1ccccc1,0
788,CC(CCO)CCO,1
789,CC12CCC3C(CCC4=CC(=O)CCC43C)C1CCC2=O,1
790,CO[PH](=O)OC,0
791,O=C1CCCCC(=O)OCCOCCO1,1
792,CC/C(C)=N/O[Si](C)(O/N=C(\C)CC)O/N=C(\C)CC,0
793,CCCCCCCCCCCCCCCCOC(=O)Oc1c(Cl)cc(C(=O)OCC)cc1Cl,0
794,Cc1ccc(C(C)C)cc1,1
795,CC(Cl)CCl,0
796,CNc1ccc(C(=O)O)cc1,0
797,CCOc1ccc(NC(=O)C(/N=N/c2ccc(-c3ccc(/N=N/C(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0
798,Nc1cc(S(=O)(=O)O)c(O)c2c1C(=O)c1c(O)c(S(=O)(=O)O)cc(N)c1C2=O,0
799,C=CCCC1CCC(C2CCC(c3ccc(C)cc3)CC2)CC1,0
800,C=COCCOCCOC(=O)C=C,1
801,CC=C(C)C,0
802,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,0
803,CC(C)NO,0
804,COc1ccc(C(C)N)cc1,0
805,Cc1cc(C)c(C(=O)P(=O)(C(=O)c2c(C)cc(C)cc2C)c2ccccc2)c(C)c1,0
806,Oc1ccccc1Cc1ccccc1O,0
807,ClC(c1ccccc1)(c1ccccc1)c1ccccc1,0
808,CCCCCCCCCCCCCCCCBr,1
809,O=C(O)c1cccc(Cl)n1,0
810,CC(C)(OO)c1ccccc1,0
811,C=C(C)C(=O)OCCN=C=O,1
812,COC(=O)C(N)CO,1
813,C=CS(=O)(=O)CCOCCNc1nc(F)nc(Nc2ccc(N/N=C3/C(=N)C(S(=O)(=O)O)=CC4=CC(S(=O)(=O)O)=CC(=O)C43)c(S(=O)(=O)O)c2)n1,0
814,CC(O)CNCC(C)O,1
815,CCCCCCCCCCCCCC(=O)Oc1ccccc1C(c1ccccc1)c1ccccc1OC(=O)CCCCCCCCCCCCC,0
816,O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,0
817,COCc1ccc(C=O)o1,0
818,c1cc(N(CC2CO2)CC2CO2)ccc1OCC1CO1,0
819,CC(C)(CC(=O)C1CC1)OC(=O)Cc1ccccc1,0
820,CC1(C)C(=O)N(CO)C(=O)N1CO,1
821,COc1cccc(C(=O)O)c1,1
822,CS(=O)(=O)OCC1COC(Cn2cncn2)(c2ccc(Cl)cc2Cl)O1,0
823,CCO[P+](=O)OCC,0
824,Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1
825,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,1
826,C=COC(=O)CCCCCCCCCCC,1
827,CC(=O)C(/N=N/c1ccc(-c2ccc(/N=N/C(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0
828,C1OCOCO1,0
829,CC(C)CO,1
830,Cc1ccc2nc3sc(=O)sc3nc2c1,0
831,CC12CCC(CC1=O)C2(C)C,1
832,Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,0
833,CCN(C)C,1
834,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,0
835,Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O,0
836,O=C1Cc2cccc(F)c2N1,1
837,Brc1ccc(-c2ccc(Br)cc2)cc1,0
838,O=C/C=C/c1ccccc1,1
839,N=C1C=CC2=CC(S(=O)(=O)O)=CC(=O)C2/C1=N\Nc1ccc(Nc2nc(NCCS(=O)(=O)O)nc(N(CCO)CCO)n2)cc1S(=O)(=O)O,0
840,COc1nc(OC)nc(C2C(=O)Nc3c(F)cccc32)n1,0
841,C=COC(C)=O,1
842,O=C(CCS)OCC(COC(=O)CCS)(COC(=O)CCS)COC(=O)CCS,0
843,CC(C)(C)c1ccc(OC(=O)c2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)c(C2C(=O)Oc3ccc(C(C)(C)C)cc32)c1,0
844,CCCCCCC,1
845,N#Cc1c(Cl)cccc1Cl,0
846,Nc1ccc(C(=O)O)cc1,1
847,Cc1ccc(C#N)c(O)n1,1
848,Nc1nnc(S)[nH]1,0
849,CCC(C)(C)C(=O)Cl,0
850,O=C(O)c1cccc(O)c1,1
851,BrCCBr,0
852,NCC1CCCC(CN)C1,0
853,NC(CC(=O)O)C(=O)O,1
854,COc1cccc2ccccc12,0
855,CCCCCCCC/C=C/CCCCCCCC(=O)N(C)CC(=O)O,1
856,Cc1cc(O)ccc1Cl,0
857,CNN,0
858,O=CC=O,1
859,Cc1ccn2nc(S(=O)(=O)Nc3c(F)cccc3F)nc2n1,0
860,CC(C)(C)NSc1nc2ccccc2s1,0
861,CC(C)=CCCC(C)CC#N,1
862,O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,0
863,N#CN=C(N)N,0
864,O=C1NC(=O)C2CC=CCC12,0
865,CN(C)CCCNCCCN(C)C,0
866,Cc1ccccc1,1
867,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(O)CCC12,0
868,O=c1[nH]c(=O)[nH]c(=O)[nH]1,0
869,Cc1ccccc1C(C)C,0
870,Cc1ccc(O)cc1Cl,0
871,CC(C)(c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,0
872,O=C(Nc1ccccc1SSc1ccccc1NC(=O)c1ccccc1)c1ccccc1,0
873,CCCCC(CC)COC(C)=O,1
874,C=C(C)C(=O)OCC(CC)CCCC,1
875,C=C(C)C(=O)OCCOCCOCCCC,1
876,C=C1C2CCC(C2)C1(C)C,0
877,Oc1cc(Cl)cc(Cl)c1,0
878,Cc1csc2c(Cl)cccc12,0
879,O=C(O)c1ccc(O)c(Cl)c1,0
880,O=C1c2ccccc2C(=O)N1CCO,0
881,CCOC(=O)c1ccc(O)cc1,1
882,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C#N)cc1,0
883,CCNCC(O)c1cccc(O)c1,1
884,O=C1NCCCN1,1
885,CC1=CCC2C(=O)OC(=O)C2C1,0
886,CCCOCCO,1
887,O=c1cccc[nH]1,1
888,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,0
889,COC(=O)CCCCCCCCC(=O)OC,1
890,F[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,0
891,C[N+](=O)[O-],0
892,c1ccncc1,1
893,CCCCNC1CC(C)(C)NC(C)(C)C1,0
894,Nc1ccc(Oc2ccc(N)cc2)cc1,0
895,Cc1cccc(C)c1NC(=O)CN1CCNCC1,0
896,CC(CC=O)CC(C)(C)C,0
897,CCC(C)c1cccc(C(C)CC)c1O,0
